"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Road Cycling","Bike","","","","2025-09-17","","5805.97998046875","256","434","308.214","","0.333647221326828","4.83400011062622","","72","","185","190","","","1.11122269560961","40.27","0","0","0","1","1","18","","","","","0","0","0","2","8","9","2","","","","",""
"Road Cycling","Bike","","","","2025-09-17","","6166.89013671875","34","272","20.693","","0.177282497286797","9.66300010681152","","57","","121","170","","","0.32241634111375","1.75","10","0","0","0","0","0","","","","","10","0","0","0","0","0","0","","","","",""
"Road Cycling","Bike","","","","2025-09-17","","9844.009765625","129","294","225.439","","0.487631678581238","5.60799980163574","","74","","146","167","","","0.597254567539037","17.31","18","9","3","2","0","0","","","","","11","8","6","4","0","0","0","","","","",""
"Lap Swimming","Swim","","","","2025-09-17","","1850","","","","","0.505289999643962","1.01258894362343","","25","","125","148","","","1.13905985861803","74.68","30","0","0","0","0","0","","","","","","","","","","","","","","","",""
"5 x (2' LT1 + 4' LT2a + 2' LT2b)","Run","5 x 2' @4:50-4:55/km 30'' jog 4' @4:40-4:45/km 45'' jog 2' @4:25-4:30/km 45'' jog Practica respiración nasal durante calentamiento y vuelta a la calma ;-)","1.20833333333333","","2025-09-18","","12394.8701171875","329","464","1188.434","","1.00289165973663","3.43300008773804","","169","","168","185","","","1.37399488228557","187.91","3","10","5","14","22","14","","","","","0","0","0","0","0","9","40","","","","4","5"
"Fabian swimming","Swim","","","2500","2025-09-18","","2100","","","","","0.542908890876505","1.06870229007634","","25","","140","176","","","1.20339405803164","94.61","21","7","4","3","1","0","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2025-09-18","","1800","","","","","0.505561390502585","0.983069361004915","","25","","116","169","","","1.1076795232391","68.71","30","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Rest day","Day Off","You can swim today, but no bike or run.","","","2025-09-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2025-09-19","","1000","","","","","0.285083056555854","0.970873786407767","","25","","129","157","","","1.09129990000005","37.05","16","1","0","0","0","0","","","","","","","","","","","","","","","",""
"Open Water Swimming","Swim","","","","2025-09-19","","716.27001953125","","","","","0.2511186003685","0.791999995708466","","31","","134","162","","","0.887387717616068","17.55","11","3","2","0","0","0","","","","","","","","","","","","","","","",""
"Running","Run","","","","2025-09-19","","5007.60986328125","278","365","475.563","","0.475205272436142","2.92700004577637","","163","","135","152","","","1.15230499293801","62.07","28","1","0","0","0","0","","","","","0","0","0","0","4","19","5","","","","",""
"Activación","Swim","300v 8 x 50 progresivo de la 1-4 D: 30'' 100s","","800","2025-09-20","Tocar agua para mañana","639.619995117188","","","","","0.240138322114944","0.740000009536743","","32","","146","164","","","0.828659439348218","13.66","8","7","1","0","0","0","","","","","","","","","","","","","","","",""
"30' E1 + 6 x 15'' strides","Run","Si estás muy cansado del día anterior, tómate el día de descanso.","0.7","","2025-09-20","","7372.1298828125","293","560","702.749","","0.666738092899323","3.07100009918213","","164","","149","170","","","1.2258891646965","99.05","23","17","2","1","0","0","","","","","0","0","0","0","3","20","15","","","","2","5"
"Open Water Swimming","Swim","","","","2025-09-21","","1623.19995117188","","","","","0.576446115970612","0.782000005245209","","30","","155","175","","","0.876049862031387","38.76","3","27","5","3","0","0","","","","","","","","","","","","","","","",""
"Transition","Other","","","","2025-09-21","","670.690002441406","","","","","0.0729955509305","2.55200004577637","","70","","172","185","","","0.925680983176896","6.44","0","1","0","1","2","1","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2025-09-21","","35613.80078125","216","621","858.395","","1.10652029514313","8.9399995803833","","83","","169","180","","","0.929063601106727","94.88","0","2","4","36","30","2","","","","","7","1","3","19","21","8","4","","","","",""
"Transition","Other","","","","2025-09-21","","106.389999389648","","","","","0.0154191665351391","1.91700005531311","","91","","171","177","","","0.893363218006382","1.22","0","0","0","0","1","0","","","","","","","","","","","","","","","",""
"Running","Run","","","","2025-09-21","","9845.169921875","353","450","871.626","","0.684976100921631","3.99300003051758","","177","","180","188","","","1.4610615572318","144.61","0","0","0","0","14","30","","","","","0","0","0","0","0","0","33","","","","",""
"Road Cycling","Bike","","","","2025-09-21","","35685.78125","216","611","856.339","","1.10648059844971","8.95899963378906","","83","","169","180","","","0.927288346448918","94.35","0","2","4","37","30","2","","","","","8","1","3","19","21","8","4","","","","",""
"50' E1","Run","<5:30/km","0.833333333333333","","2025-09-22","","7776.25","283","443","747.316","","0.734298884868622","2.94199991226196","","164","","142","160","","","1.20135896775581","104.82","38","6","1","0","0","0","","","","","0","0","0","1","10","19","11","","","","",""
"TEC","Swim","200 crl + 200 pies + 200 PB resp/c3 400m bloque técnica 8 x 50 prog 1-4 de 58 a 49'' c/1'10 400m SNK nado DPS (mínimas brazadas, buena técnica) 8 x 25 prog 1-4 de 28 a 23'' c/40'' 200s","","2200","2025-09-22","","2000","","","","","0.571768335766263","0.968054211035818","","25","","115","148","","","1.08824183379855","73.69","34","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2025-09-22","","2050","","","","","0.562987501041757","1.00490196078431","","26","","127","187","","","1.13284535908458","81.85","27","5","1","1","0","1","","","","","","","","","","","","","","","",""
"Fabian swimming","Swim","","","2500","2025-09-23","","2325","","","","","0.643100281630953","0.999140524280189","","25","","132","160","","","1.12475978318483","91.51","37","3","0","0","0","0","","","","","","","","","","","","","","","",""
"15' D2 + 8 x 10' LT1","Bike","15' D2 160w 8 x 10' LT1 (185-195W)","2","","2025-09-24","","41800.19140625","184","749","1100.542","","1.66476333141327","6.97499990463257","","76","","146","177","","","0.827030678187965","113.05","76","22","4","4","1","0","","","","","11","8","19","44","11","4","2","","","","",""
"T2: 30' E1","Run","<5:30/km","0.5","","2025-09-24","","403.059997558594","298","400","42.506"," *09/24/2025 David Sabat: Fallida debido a ampolla, me voy a intentar poner una tirita y hacerla esta tarde running out of time this morning*","0.0395022183656693","2.83400011062622","","165","","118","152","","","1.30139683815093","5.31","2","1","0","0","0","0","","","","","0","0","0","0","0","1","1","","","","",""
"Running","Run","","","","2025-09-24","","4050.48999023438","257","339","371.575","","0.400215297937393","2.81100010871887","","167","","139","155","","","1.07145863455068","44.97","20","5","0","0","0","0","","","","","0","0","0","0","13","9","2","","","","",""
"1h40' E1","Run","60g carbs during run 500mg sodium Enough water","1.66666666666667","","2025-09-25","","16009.3896484375","277","399","1507.724","","1.51126086711884","2.94300007820129","","165","","154","170","","","1.15758335238803","201.31","24","40","16","21","0","0","","","","","0","0","0","2","15","51","21","","","","3","5"
"3h Fatmax incl. 2 x (40-20)","Bike","Series 40-20 trata de hacerlas siempre por encima de 300w.","3.01666666666667","","2025-09-26","","90018.53125","174","582","1758.821"," *09/26/2025 David Sabat: no completado como planeado, me he venido arriba por dos ironmans que me han convencido para hacer con ellos la vuelta al circuito… He pensado que era lo mejor, quizás no lo mejor fisiológicamente pero en cuanto a lo que he sentido, y psicológicamente me ha dado un toque de conocer cómo va la gente para un IM de preparada, y como respondo a ciertos estímulos como; -Cuando estoy en plano me es muy fácil mantener una potencia “alta” 200-210w -Cuando toca repecho y la gente aprieta algo más para cancelar la subida rápida 350-450w, me quedo atrás porque no tengo capacidad de aguantar esos watts durante un tiempo prolongado de tiempo. Me ha dado la capacidad de conocerme a mí y reconocer que en plano o moviendo una potencia estable no es un problema, el problema recae a la parte del umbral de arriba o entre umbrales, lo que ya hablamos. Pero es de esas cosas que aunque ya sabía no lo tenía interiorizado, hoy sí!*","2.82004475593567","8.86699962615967","","75","","","","","","0.809887685809348","184.95","","","","","","","","","","","39","17","19","51","25","9","6","","","","",""
"45' E1 + 6 x strides","Run","45' E1 <5:30/km + 6 x 20'' strides","0.95","","2025-09-27","","9390.4697265625","290","531","871.337","","0.833937525749207","3.12800002098083","","164","","152","179","","","1.21313138210041","121.58","22","20","12","2","3","1","","","","","0","0","0","0","2","30","15","","","","3","5"
"AEC","Swim","200 crl + 200 pies + 200 PB resp/c3 400m bloque técnica 4 x 50 prog 1-4 de 47 a 40'' c/1' 8 x 100m D: 20'' 1a: 98% 2a: suave 3a: 100% 4-8a: suave 4 x 150 SNK + AL DPS (mínimas brazadas)","","2600","2025-09-27","Tiempo 100s?","2000","","","","","0.611128608915541","0.904977375565611","","28","","129","159","","","1.01815266564982","64.5","33","4","0","0","0","0","","","","","","","","","","","","","","","",""
"LT2: 2 x 28' (2'-2') + 1 x 28'","Bike","90g/h carbs (ratio 2:1) 250mg sodio cada hora Suficiente hidratación ÚLTIMA SERIE DE 28min: 60-65 cadencia","2.71666666666667","","2025-09-28","","20.7900009155273","","","","","0.00116194447036833","4.96999979019165","","","","70","74","","","0.580572442374652","0.04","0","0","0","0","0","0","","","","","","","","","","","","","","","",""
"T2: 50' E1","Run","<5:30/km 30g carbs intra run 250mg sodio Suficiente hidratación","0.833333333333333","","2025-09-28","","9533.9404296875","296","392","888.628","","0.833437502384186","3.17799997329712","","171","","159","176","","","1.23433778625946","125.76","6","16","9","21","5","0","","","","","0","0","0","0","2","25","21","","","","3","5"
"Road Cycling","Bike","","","","2025-09-28","","65803.2265625","196","420","1671.14","","2.36995720863342","7.71299982070923","","76","","155","175","","","0.861844642176171","174.61","44","39","19","54","3","0","","","","","15","6","12","53","41","11","3","","","","",""
"AEC","Swim","300 variado 300m bloque técnico 2 x 3 x 200 1:55 C/4'10 + 4 x 25 98% velocidad máxima C/45'' Sin descanso extra entre bloques 300s","","2300","2025-09-29","","2000","","","","","0.629483336342706","0.879120879120879","","29","","137","172","","","0.98846496213439","60.8","27","5","3","4","1","0","","","","","","","","","","","","","","","",""
"6 x 10'' Neuromusc.","Bike","1h easy warm up 2 x 20'' SUB-MAX sprint desde semi parado 6 x 10'' MAX sprint 6min rest We keep working on that neuromusclar adaptations.","1.52777777777778","","2025-09-29","","35623.01171875","152","688","796.79","","1.45647525787354","6.79400014877319","","72","","137","185","","","0.799667278938543","92.11","72","11","2","3","2","1","","","","","30","18","13","15","5","2","2","","","","",""
"Fabian swimming","Swim","","","2500","2025-09-30","","2325","","","","","0.578294447499017","1.10872675250358","","26","","143","184","","","1.25080456238439","113.17","25","6","3","3","0","0","","","","","","","","","","","","","","","",""
"Fuerza","Strength","Plank: 3 x 30s Hamstring long lever: 3 x 6r Glute extension prone: 3 x 6r Box jump: 3 x 6r Single leg intensive pogo: 3 x 10r Single leg step up: 3 x 10r Calf raise: 3 x 12r Calf isometric seated: 3 x 45'' Press banca: 2 x 8r Tracción vertical: 2 x 8r","0.75","","2025-09-30","Hamstring long lever: https://www.youtube.com/watch?v=KH14QLgRfh0&list=PL4GlVXncW8LntghM5tqZGLEpkETc2u5Yd&index=171 Prone glute extension: https://www.youtube.com/shorts/v9TZuW50RDU Box jump: https://www.youtube.com/watch?v=XWBO7mCfBVg&list=PL4GlVXncW8LntghM5tqZGLEpkETc2u5Yd&index=74 Single leg intensive pogo: https://www.youtube.com/watch?v=ccnp3v0ysEI&list=PL4GlVXncW8LntghM5tqZGLEpkETc2u5Yd&index=243 Single leg step up: https://www.youtube.com/watch?v=9jBIydnyWM0 Calf raise: https://www.youtube.com/watch?v=aR8GvApn8AM&list=PL4GlVXncW8LntghM5tqZGLEpkETc2u5Yd&index=6 Calf isometric seated: https://www.youtube.com/watch?v=mQk4jL5y7yI&list=PL4GlVXncW8LntghM5tqZGLEpkETc2u5Yd&index=11","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2025-09-30","","1100","","","","","0.378252225451999","0.805270863836018","","22","","120","151","","","0.904746090557108","28.01","23","0","0","0","0","0","","","","","","","","","","","","","","","",""
"15' D2 + 3 x 20' LT1","Bike","15' D2 160w 3 x 20' LT1 (185-195W)","2","","2025-10-01","","48614.30859375","192","429","1219.88","","1.76755464076996","7.6399998664856","","77","","156","174","","","0.827080093764138","120.63","25","39","28","29","2","0","","","","","9","4","12","54","23","3","1","","","","",""
"16 x 400 LT2 r.act:45''","Run","Ritmo de 10km en las series de 400","1.07","","2025-10-01","","10837.7802734375","357","507","1036.685","","0.80613774061203","3.73399996757507","","172","","175","194","","","1.50963322942847","181.96","3","3","4","8","9","26","","","","","0","0","0","0","1","5","21","","","","3","5"
"Fabian swimming","Swim","","","2500","2025-10-02","","2175","","","","","0.560708334975772","1.07513593672763","","22","","128","175","","","1.20680686277992","98.55","27","6","1","0","0","0","","","","","","","","","","","","","","","",""
"40' E1 + 5 x strides","Run","<5:30/km","0.833333333333333","","2025-10-02","","9265.6201171875","286","511","859.783","","0.833525836467743","3.08800005912781","","163","","147","173","","","1.19693358486653","118.33","35","16","1","1","1","0","","","","","0","0","0","0","3","33","11","","","","3","5"
"3 x 10' LT1","Run","3 x 10' LT1 (4:50/km)","0.966666666666667","","2025-10-03","60g hidratos 500mg sodio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANC","Swim","400 crol + 400 pies AL 400m bloque técnica 3 x (4 x 25 ALL OUT C/1'10'') 300 SNK ALETAS DPS entre bloques 300s","","2700","2025-10-04","","2300","","","","","0.702748342413041","0.904799370574351","","23","","128","159","","","1.01822446581452","74.19","39","4","0","0","0","0","","","","","","","","","","","","","","","",""
"Running","Run","","","","2025-10-04","","11003.6298828125","320","485","1024.778","","0.88831502199173","3.44099998474121","","169","","157","176","","","1.32886550889122","155.68","11","22","14","12","3","0","","","","","0","0","0","0","0","5","44","","","","",""
"Road Cycling","Bike","","","","2025-10-05","","75690.9609375","182","557","1828.894","","2.79654407501221","7.51800012588501","","73","","","","","","0.829388856242951","192.28","","","","","","","","","","","24","16","20","63","31","9","3","","","","",""
"ANC","Swim","400 crol + 400 pies AL 400m bloque técnica 3 x (4 x 25 ALL OUT C/1'10'') 300 SNK ALETAS DPS entre bloques 300s","","2700","2025-10-06","","2200","","","","","0.631264724731445","0.963644327639071","","25","","116","145","","","1.08424313545418","80.46","38","0","0","0","0","0","","","","","","","","","","","","","","","",""
